neighborhood,price,beds,baths,extra,state,locality,lga,hood,zipcode
felelechallenge ibadan oyo,300000,1,1,newly builtnewly built room and parlor self contain with modern facilities available for re.. ,Oyo,Ibadan,Ibadan South West,,
"anfani,ring rd ibadan oyo",300000,1,1,"standard room and parlor self contain fully tiled, all round pop ceiling, dinnin.. ",Oyo,"Ibadan, Oyo",Ibadan South West,,
"heritage estate ,off akalaakala express ibadan oyo",500000,2,2,"newly renovated 2bed room flat at heritage estate, akala express... ",Oyo,Ibadan,Ibadan South West,Oluyole,
"sharp corner, johnson awe, oluyoleoluyole estate ibadan oyo",400000,3,3,"standard 3bed room flat at johnson awe, sharp corner, oluyole extension... ",Oyo,Ibadan,Ido,Oluyole,
"commodore hotel area ,elebu akala express ibadan oyo",500000,4,3,newly built4nos 3 bedroom flats near elebu junction (behind commodore hotel) elegantly fini.. ,Oyo,Ibadan,Ido,Oluyole,
mokola housing estateibadan polytechnic university of ibadan ibadan oyo,600000,2,2,newly built2 bedroom flat at mokola housing estate .. ,Oyo,Ibadan,Akinyele,,
wema bank axis off iwo roadiwo rd ibadan oyo,300000,3,3,"newly built3b/r at the back of wema iwo road, with tiles, wardrobe, running water,3t&2b, fe.. ",Oyo,Ibadan,Egbeda,,200212
behind christ high school akala express ibadan oyo,450000,2,3,"pop, tiles, wardrobe, kitchen cabinet, fence, gate, borehole, two in the compoun.. ",Oyo,"Ibadan, Oyo",Ibadan South West,,
" osagin area, ajibode ibadan ibadan polytechnic university of ibadan ibadan oyo",160000,1,1,newly builtvery big self contain at ajibode area ibadan features: spacious big room sel.. ,Oyo,Ibadan,Akinyele,,
"ashipa, off akala express, ibadan akala express ibadan oyo",350000,3,2,"newly builtbrand new 3 bedroom apartment for rent in a serene neighbourhood at ashipa, off .. ",Oyo,Ibadan,Ido,,
behind duttob filing station on the tarred road akala express ibadan oyo,250000,1,1,tastefully built single room self contain with modern facilities available for r.. ,Oyo,Ibadan,Ibadan South West,Oluyole,
johnson awe street apata ibadan oyo,400000,3,3,"a neat 3 bedroom flat to let at johnson awe steet,apata,ibadan. it is tiled,has .. ",Oyo,Ibadan,Ido,,
 opposite carlton gate estateakobo ibadan oyo,500000,3,3,"newly builta newly built 3 bedroom flat is available for rent,it is located opposite carlto.. ",Oyo,Ibadan,Lagelu,,
aerodome grasamonda ibadan oyo,1000000,2,2,"newly builta newly built 2 bedroom flat is available for rent at aerodome gra,samonda,ibada.. ",Oyo,Ibadan,Ibadan North,Samonda,
"liberty academy, off akala expressakala express ibadan oyo",350000,1,2,newly builtbrand new 2 bedroom twin bungalow with room and parlour bq for rent in a serene .. ,Oyo,Ibadan,Ibadan South West,Oluyole,
"akala estate, akoboakobo ibadan oyo",750000,2,2,"newly builta newly built 2 bedroom flat is available for rent at akala estate, akobo,ibadan.. ",Oyo,Ibadan,Lagelu,Akobo,
"unity estate, ologunerueleyele ibadan oyo",350000,3,2,"newly builta newly built 3 bedroom flat is available for rent,located at unity estate, olog.. ",Oyo,Ibadan,,,
felele challenge ibadan oyo,250000,1,1,"newly builtnewly built room and parlor self contain available for rent at felele,basic rent.. ",Oyo,"Ibadan, Oyo",Ibadan South West,,
fodacis ring rd ibadan oyo,200000,1,1,room and parlor self contain with necessary facilities available for rent at fod.. ,Oyo,Ibadan,Ibadan South West,Oluyole,200253
akuru in elebu akala express ibadan oyo,300000,1,1,tastefully built room and parlor self contain with modern facilities available f.. ,Oyo,Ibadan,Ido,Oluyole,
akoto estate in elebu akala express ibadan oyo,250000,1,1,lovely room and parlor self contain with modern facilities available for rent at.. ,Oyo,Ibadan,Ido,,
"harmony estate,aafin yanu in ologuneru eleyele ibadan oyo",300000,1,1,newly builtnewly built room and parlor self contain with modern finishing and facilities av.. ,Oyo,Ibadan,Ido,Eleyele,
oluyole oluyole estate ibadan oyo,600000,4,3,a newly renovated 4 units of 3 bedroom flats for rent for residential purpose in.. ,Oyo,Ibadan,Ibadan South West,Oluyole,
felele challenge ibadan oyo,300000,1,1,newly builttastefully finished room and parlor self contain with modern facilities availabl.. ,Oyo,"Ibadan, Oyo",Ibadan South West,,
"ajila, elebu, oluyole extension, ibadanakala express ibadan oyo",450000,2,2,"newly built2 bedroom bungalow for sale in a serene neighbourhood at ajila, elebu, akala exp.. ",Oyo,Ibadan,Ibadan South West,Oluyole,
"iyaganku gra, ibadan, oyo stateiyanganku ibadan oyo",1000000,3,3,3 bedroom apartment for rent in a serene and gated neighbourhood at iyaganku g.. ,Oyo,Ibadan,Ibadan North West,New Gra,200261
ire akari estateakala express ibadan oyo,700000,3,3,"newly builta newly built 3 bedroom flat is available for rent,it is located at ire akari e.. ",Oyo,Ibadan,Ibadan South West,,
"akala way, akoboakobo ibadan oyo",400000,3,3,"newly builta modern 3 bedroom flat is available for rent,located at akala way,akobo,ibadan... ",Oyo,Ibadan,Lagelu,Akobo,
eleshinmeta area apata ibadan oyo,350000,3,3,"newly builta newly built 3 bedroom flat is available for rent,located at eleshinmeta area,a.. ",Oyo,Ibadan,Ido,,
"ajila road 1,elebuakala express ibadan oyo",500000,3,3,"newly builta newly built 3 bedroom flat is available for rent,located at ajila road1, elebu.. ",Oyo,Ibadan,Ido,,
akoto estate first gate before icast schoolakala express ibadan oyo,450000,2,2,"newly builta newly built 2 bedroom flat is available for rent,located at akoto estate first.. ",Oyo,Ibadan,Ibadan South West,Oluyole,
"behind beeshop, off akala express, elewure, ibadan akala express ibadan oyo",800000,2,2,furnished newly builta brand new partially furnished 2 bedroom flat for rent in a serene neighbourhoo.. ,Oyo,Ibadan,Ibadan South West,,
heritage estate behind zartecakala express ibadan oyo,600000,2,2,"newly builta newly built 2 bedroom flat is available for rent at heritage estate,akala expr.. ",Oyo,Ibadan,Ibadan South West,Oluyole,
"akuru, elebu, oluyole extension, ibadan akala express ibadan oyo",600000,3,3,newly builta brand new 3 bedroom twin bungalow apartment for rent in a serene neighbourhood.. ,Oyo,Ibadan,Ibadan South West,Oluyole,
"aba pan,kuola akala express ibadan oyo",170000,1,1,newly builtnewly built single room self contain with modern facilities available for rent a.. ,Oyo,Ibadan,Ido,,
kasunmu estate akala express ibadan oyo,280000,1,1,newly builttastefully built room and parlor self contain with modern facilities available f.. ,Oyo,Ibadan,Ido,,
alaaka after icast school in elebu akala express ibadan oyo,250000,1,1,newly builtnewly completed room and parlor self contain with modern facilities available fo.. ,Oyo,Ibadan,Ido,Oluyole,
akoto in elebu akala express ibadan oyo,250000,1,1,newly builtnewly built room and parlor self contain with modern facilities available for re.. ,Oyo,Ibadan,Ido,,
odubiyi street eleyele ibadan oyo,220000,1,1,room and parlor self contain with necessary facilities available for rent at odu.. ,Oyo,Ibadan,Ido,Eleyele,
military estate opposite polo club jericho ibadan oyo,200000,1,1,nicely built single room self contain with modern facilities available for rent .. ,Oyo,Ibadan,,Jericho,
oluyole main estateoluyole estate ibadan oyo,600000,4,2,"a newly renovated 4 units of 3 bedroom flat is available for rent,it is located .. ",Oyo,"Ibadan, Oyo",Ibadan South West,Oluyole,
close to richbam filing station akala express ibadan oyo,250000,1,1,newly builtnewly built room and parlor self contain with modern facilities available for re.. ,Oyo,Ibadan,Ido,,
"ajadi area,ologuneru eleyele ibadan oyo",600000,3,3,"newly builta modern and newly built 3 bedroom flat is available for rent,it is located at a.. ",Oyo,Ibadan,Ido,Eleyele,
iletuntun after nihort school idishin ibadan oyo,300000,1,1,newly builttastefully built room and parlor self contain with modern facilities available f.. ,Oyo,Ibadan,Akinyele,,
kolapo ishola graakobo ibadan oyo,900000,2,2,"newly builta newly built 2 bedroom flat is available for rent,it is located kolapo ishola g.. ",Oyo,Ibadan,Lagelu,,
iletuntun after nihort school idishin ibadan oyo,250000,1,1,newly builtnewly built room and parlor self contain with modern facilities available for re.. ,Oyo,Ibadan,Akinyele,,
"elebu, akala express ibadan akala express ibadan oyo",600000,3,4,newly builtbrand new 3 bedroom apartment for rent in a serene neighbourhood at hassan block.. ,Oyo,Ibadan,Ido,Oluyole,
"akoto estate, elebuakala express ibadan oyo",600000,3,3,"newly builta newly built 3 bedroom flat is available for rent,located at akoto estate,eleb.. ",Oyo,Ibadan,Ido,,
opposite richbam filling stationakala express ibadan oyo,500000,2,2,"newly builta newly built 2 bedroom flat is available for rent,it is located opposite richba.. ",Oyo,Ibadan,Ido,,
"opp polo club, jerichojericho ibadan oyo",600000,2,3,solidly built 2 bedroom flat for rent in a very perfect location in the heart of.. ,Oyo,Ibadan,Ibadan North West,Jericho,
"felele, challenge, ibadan challenge ibadan oyo",500000,3,3,"newly builtnewly renovated, solidly built 3 bedroom apartment for rent in a serene neighbou.. ",Oyo,Ibadan,Ibadan South West,,
adeoyo graring rd ibadan oyo,400000,2,2,"newly builtbrand new 2 bedroom apartment for rent in a serene neighbourhood at adeoyo gra, .. ",Oyo,Ibadan,Ibadan South West,New Gra,
lagelu estate behind fresh fmchallenge ibadan oyo,210000,1,1,newly builtnewly built room self con is available for rent at lagelu estate behind fresh fm.. ,Oyo,,Lagelu,,
"heritage zartech, oluyole extension, ibadanoluyole estate ibadan oyo",500000,5,3,"a brand new 3 bedroom apartment (95% completed) at heritage zartech, oluyole ext.. ",Oyo,Ibadan,Ibadan South West,Oluyole,
kolapo ishola graakobo ibadan oyo,800000,2,2,"newly builta newly built 2 bedroom flat with a room bq is available for rent,it is located .. ",Oyo,Ibadan,Lagelu,,
kasumu estate off tipper garageakala express ibadan oyo,450000,2,2,newly builta newly built 2 bedroom flat is available for rent at kasumu estate off tipper g.. ,Oyo,Ibadan,Ido,,
"new bodija,close to sunbeam school bodija ibadan oyo",300000,1,1,newly builtnewly completed room and parlor self contain with modern facilities available fo.. ,Oyo,Ibadan,Ibadan North,New bodija,200221
"akuru, elebu, oluyole extension, ibadanoluyole estate ibadan oyo",500000,2,3,"newly builtbrand new 2 bedroom bungalow for rent in a very serene environment at akuru, ele.. ",Oyo,Ibadan,Ido,Oluyole,
johnson awe oluyole estate ibadan oyo,250000,1,1,newly builtnewly built room and parlor self contain with modern facilities available for re.. ,Oyo,Ibadan,Ibadan South West,Oluyole,
"akala way, akoboakobo ibadan oyo",650000,3,3,"newly builta newly built 3 bedroom flat is available for rent,it is located at akala way,ak.. ",Oyo,Ibadan,Lagelu,Akobo,
"akoto estate, elebuakala express ibadan oyo",500000,3,3,"newly builta newly built bedroom flat is available for rent,it is located at akoto estate,.. ",Oyo,Ibadan,Ido,,
"orita merin,elebu akala express ibadan oyo",250000,1,1,"newly builta newly built room and parlor self con is available for rent at orita merin,eleb.. ",Oyo,Ibadan,Ido,Oluyole,
" adeyi area,old bodijabodija ibadan oyo",1500000,3,3,"a neat 3 bedroom flat to let at adeyi area,old bodija,ibadan. it is tiled,has bo.. ",Oyo,Ibadan,Ibadan North,Mokola Hill,
"orita merin area,elebuakala express ibadan oyo",420000,3,3,"a modern 3 bedroom flat is available for rent,located at orita merin area,elebu .. ",Oyo,Ìbàdàn,,,
challenge area challenge ibadan oyo,350000,2,2,"newly builta newly built 2 bedroom flat is available for rent,it is located at challenge,ib.. ",Oyo,Ìbàdàn,Agbègbè Ìjọba Ìbílẹ̀ Gúúsù-Ìwọòrùn Ìbàdàn,,
"orange gate, oluyoleoluyole estate ibadan oyo",600000,2,2,newly builta brand new 2 bedroom apartment for rent in a very serene and secured environmen.. ,Oyo,Ibadan,Ibadan South West,Oluyole,
akilapa estate after nihort school jericho ibadan oyo,250000,1,1,room and parlor self contain with modern facilities available for rent at akilap.. ,Oyo,Ibadan,Ido,Jericho,
 cele rainbow along kasumu road off tipper garage akala express ibadan oyo,500000,3,3,"newly builta newly built 3 bedroom flat is available for rent,located at cele rainbow alon.. ",Oyo,Ibadan,Ido,,
alalubosa gra ibadanalalubosa ibadan oyo,800000,2,2,"newly built2 bedroom apartment for rent in a serene neighbourhood at alalubosa gra, ibadan... ",Oyo,Ibadan,Ibadan North West,,
"close to top one gardens, new garage challenge ibadan oyo",250000,1,1,newly builtnewly completed room and parlor self contain with modern facilities available fo.. ,Oyo,Ibadan,Ibadan South West,Challenge,
"behind 1st bank, magazine roadjericho ibadan oyo",1250000,3,3,"a modern 3 bedroom flat is available for rent,located at behind 1st bank,magazin.. ",Oyo,Ibadan,Ibadan North West,Jericho,200212
close to 360 lounge off akala express akala express ibadan oyo,220000,1,1,newly builtnewly built room and parlor self contain with modern facilities available for re.. ,Oyo,Ibadan,Ibadan South West,Oluyole,
aareoluyole estate ibadan oyo,250000,1,1,"a nice room and parlor self con to let,located at aare,oluyole estate,ibadan.it .. ",Oyo,Ibadan,Ibadan South West,Oluyole,
eleshinmeta area apata ibadan oyo,250000,2,2,"newly builta modern 2 bedroom flat is available for rent,located at eleshinmeta area,apata,.. ",Oyo,Ibadan,Ido,,
"akoto estate, elebuakala express ibadan oyo",600000,3,3,"newly builta newly built 3 bedroom flat is available for rent,it is located akoto estate, e.. ",Oyo,Ibadan,Ido,,
off akala expressakala express ibadan oyo,800000,3,4,3 bedroom bungalow for rent in a serene neighbourhood at off akala expressway wa.. ,Oyo,"Ibadan, Oyo",Ibadan South West,,
"akala estate, akoboakobo ibadan oyo",500000,2,2,"newly builta modern 2 bedroom flat is available for rent,located at akala way,akobo,ibadan... ",Oyo,Ibadan,Lagelu,Akobo,
segola close to 360 lounge akala express ibadan oyo,220000,1,1,newly builtnewly built room and parlor self contain with modern facilities available for re.. ,Oyo,Ibadan,Ibadan North East,,
gbekuba idishin ibadan oyo,200000,1,1,newly builtnewly built room and parlor self contain with modern facilities available for re.. ,Oyo,Ibadan,Ido,Jericho,
alaaka after icast school in elebu akala express ibadan oyo,250000,1,1,newly builtnewly completed room and parlor with modern facilities available for rent at ala.. ,Oyo,Ibadan,Ido,Oluyole,
green gate estate oluyoleoluyole estate ibadan oyo,1000000,3,3,"newly builta brand new 3 bedroom flat for rent in a very serene neighborhood at aare, oluyo.. ",Oyo,Ibadan,Ibadan South West,Oluyole,
 peluseriki estate behind ire akariakala express ibadan oyo,700000,3,3,"newly builta newly built 3 bedroom flat is available for rent,it is located at peluseriki e.. ",Oyo,Ibadan,Ibadan South West,Oluyole,
" after icast school,elebuakala express ibadan oyo",650000,3,3,"newly builta modern 3 bedroom flat is available for rent,it is located after icast school,.. ",Oyo,Ibadan,Ibadan South West,Oluyole,
apapa estatemoniya ibadan oyo,350000,3,3,"newly builta newly built 3 bedroom flat is available for rent at apapa estate,moniya,ibadan.. ",Oyo,Ibadan,Akinyele,Moniya,200132
idi-ishin mainidishin ibadan oyo,600000,2,2,"newly builta newly built 2 bedroom flat is available for rent,it is located idiishin main,i.. ",Oyo,Ibadan,Ido,Jericho,
kuola area akala express ibadan oyo,170000,1,1,newly builtnewly built single room self contain with modern facilities available for rent a.. ,Oyo,Ibadan,Ido,,
"oluyole estate, ibadan oluyole estate ibadan oyo",800000,3,3,"3 bedroom bungalow for sale in a serene neighbourhood at oluyole extension, ibad.. ",Oyo,Ibadan,Ibadan South West,Oluyole,
aare areabodija ibadan oyo,650000,2,2,"newly builta newly built 2 bedroom flat is available for rent,it is located aare area,bodij.. ",Oyo,Ibadan,Ibadan North,Bodija,
"heritage zartech, oluyole extension, ibadanoluyole estate ibadan oyo",450000,3,3,"newly built3 bedroom apartment for rent in a serene neighbourhood at heritage zartech, off .. ",Oyo,Ibadan,Ibadan South West,Oluyole,
ashipa on the tarred road akala express ibadan oyo,200000,1,1,nicely built room and parlor with modern facilities available for rent at ashipa.. ,Oyo,Ibadan,Ido,,
"military estate opposite polo club, jericho jericho ibadan oyo",200000,1,1,nicely built single room self contain with modern facilities available for rent .. ,Oyo,Ibadan,,Jericho,
wakajajay off iyana church.iwo rd ibadan oyo,230000,3,3,"3 bedroom flat at complex, wakajaye, iyana church.. facilities : all tiles, w.. ",Oyo,Ibadan,Lagelu,,
"elebu, oluyole extension akala express ibadan oyo",400000,2,2,"pop, tiles, kitchen cabinet, wardrobe, borehole, water heater... .. ",Oyo,Ibadan,Ido,Oluyole,
"aduloju, ojoo.ojoo ibadan oyo",120000,1,1,"a nice room self-contained, with tiles all through, and running water, at aduloj.. ",Oyo,Ibadan,Akinyele,,
pipe line akala express ibadan oyo,350000,3,3,"pop, tiles, kitchen cabinet, wardrobe, borehole.. .. ",Oyo,Ibadan,,,
ojurinakobo ibadan oyo,250000,3,3,"a nice and decent three bedroom flat in a secured environment pre paid meter, t.. ",Oyo,Ibadan,Akinyele,,
elebu oluyole extensionoluyole estate ibadan oyo,600000,4,4,"this is a newly and tastefully built 4 units of 3 bedroom apartment, located in .. ",Oyo,Ibadan,Ibadan South West,Dugbe,
"adeoyo hospital road, off ring roadadeoyo ibadan oyo",420000,3,3,"to let: a modern 3-bedroom flat having tiles all round, borehole water.. ",Oyo,Ibadan,Ibadan South West,Oluyole,
ologuneruibadan oyo,250000,1,1,"*to let* *a room and parlour self contain @ gbopa, ologuneru, ibadan.* *rent:-.. ",Oyo,Ibadan,Ido,Eleyele,
-soka ibadan oyo,500000,3,3,a luxury three bedroom flat with all facilities in a serene environment.. ,Oyo,Ibadan,Egbeda,,
"after ashipa, off akala express wayakala express ibadan oyo",300000,2,2,"newly built 2 bedroom ensuite apartment with pop celing, kitchen cabinets, runni.. ",Oyo,Ibadan,Ido,,
zionist estate off akala expressakala express ibadan oyo,500000,3,3,"newly built 3 bedroom flat at zionist estate with all modern facilities, akala e.. ",Oyo,Ibadan,,,
olukotun akobo ojurinakobo ibadan oyo,250000,2,2,"newly built 2bedroom flat with pop, water heater, at olukotun akobo ojurin rent .. ",Oyo,Ibadan,Akinyele,,
adejumo area jericho nihortjericho ibadan oyo,350000,3,3,"newly built 3 bedroom flat with all facilities all tiles, all pop, all room.. ",Oyo,Ibadan,Ido,,
"ayegoro, off kolapo ishola graibadan oyo",300000,2,2,2 bedroom flat at ayegoro junction. tiled and water running with wardrobe and ca.. ,Oyo,Ibadan,Lagelu,,
-ajibode ibadan oyo,120000,1,1,this stylish and lovely 1 bedroom flat is nestled in a fairly tranquil environme.. ,Oyo,Ibadan,Ibadan South West,,
"ajanla street, irepodun estate by akala express,akala express ibadan oyo",350000,3,3,"3 minute walk to the main express, well fenced apartment. each flat has it's wat.. ",Oyo,Ibadan,Ibadan South West,Oluyole,
cele iwo roadiwo rd ibadan oyo,200000,1,1,"exquisitely built room self contain at cele, abayomi iwo road..``` *facilities*.. ",Oyo,"Ibadan, Oyo",Lagelu,Iwo Road,
behind wema along new gbagi market new ife roadibadan oyo,150000,2,2,to let hot cake 2bedroom flat behind wema along new gbagi market new ife road w.. ,Oyo,Ibadan,Lagelu,,200212
-ojoo ibadan oyo,250000,2,2,"nicely two bedroom apartment available at elepe, ojoo ibadan``` facities: en.. ",Oyo,Ibadan,Akinyele,,
"abese, elebuibadan oyo",350000,2,2,"newly built, fenced with gate, 2 in a compound, fully tiled, running water, spac.. ",Oyo,Ibadan,Ido,,
"akuru, akala expressway, oluyole extension, oluyole estate ibadan oyo",700000,3,3,state of the art a newly built 3 bedroom apartment (just 2 flats in the compoun.. ,Oyo,Ibadan,Ibadan South West,Oluyole,200261
"akoto estate, elebu off akala expressakala express ibadan oyo",600000,3,3,newly built 3 bedroom flat with modern facilities pop modern tiles kitchen c.. ,Oyo,Ibadan,Ido,,
solam area oluyole estate ibadan oyo,600000,2,2,newly built 2 bedroom flat with all modern facilities... ,Oyo,Ibadan,Ido,Oluyole,
"kuola adedayo, akala express road akala express ibadan oyo",300000,3,3,"3 bedroom flat with modern facilities such as wardrobe, kitchen cabinet, pop, al.. ",Oyo,Ibadan,Ido,,
"elewure, off akala expressakala express ibadan oyo",140000,1,1,to let newly built 3 units of a room self contain at elewure akala express rd .. ,Oyo,Ibadan,Ido,,
adamawa idi oya off akala expressakala express ibadan oyo,250000,1,1,"2 bedroom 250k, 350k rent & room and parlour 200k rent the same compound at adam.. ",Oyo,,,,
elepe arulogun roadojoo ibadan oyo,200000,1,1,self compound of 2bedrooms flat with all modern facilities... ,Oyo,Ibadan,Akinyele,,
olounde ologuneruibadan oyo,350000,2,2,"newly built 2 bedroom at olounde, ologuneru close to main road rent .. ",Oyo,Ibadan,Ido,Way,
oritachallenge ibadan oyo,350000,3,3,"three bedroom flat to let at orita challenge, ibadan. newly renovated. newly pai.. ",Oyo,Ìbàdàn,,,
jakarta off akala express way odoona eleweakala express ibadan oyo,350000,3,3,to let 3 bedrooms flat at jakarta off akala express way odoona elewe ibadan rent.. ,Oyo,Ibadan,,,
gbagiibadan oyo,300000,2,2,"newly built 3 bedroom flat ensuite at oluwo nla after new gbagi, two houses to t.. ",Oyo,Ibadan,Egbeda,,
-oluyole estate ibadan oyo,200000,3,3,"3 bedroom apartment with prepaid meter, wardrobes, running water etc... at oluyo.. ",Oyo,Ibadan,Ibadan North,Bodija,200221
ojurinakobo ibadan oyo,250000,3,3,a very nice three bedroom flat in a very secure and conducive environment around.. ,Oyo,Ibadan,Akinyele,,
24 beside opeyemi olunje wakajaye iyana churchibadan oyo,240000,1,1,when you get to iwo road take a tax or bike or keke maruwa going to iyana church.. ,Oyo,Ibadan,Ibadan North,,
kolapo isholaibadan oyo,250000,2,2,"to let : 2 bedroom with all modern facilities around valencia school, kolapo ish.. ",Oyo,Ibadan,Lagelu,,
ojurin-akoboakobo ibadan oyo,250000,3,3,a nice three bedroom flat with all facilities in a secured environment... just t.. ,Oyo,Ibadan,Akinyele,,
harmony estateakobo ibadan oyo,300000,3,3,"3 bedroom flats at harmony estate akobo ojuirin, only rooms are not tiled rent.. ",Oyo,Ibadan,Lagelu,,
"agbowo, facing orogun main roadibadan oyo",180000,1,1,a room self contained for singles and students at orogun. it faces orogun major .. ,Oyo,Ibadan,Akinyele,,
agbowoibadan oyo,200000,4,4,"newly built studio apartment at agbowo, 24hrs solar backup available for all . .. ",Oyo,Ibadan,Akinyele,,
"old ife, close to idi ape before iwo roadiwo rd ibadan oyo",200000,1,1,a decent room and palour selfcon going for #200k rent anf for 320k total packag.. ,Oyo,Ibadan,Ibadan North,Iwo Road,
"around zeo hospital, after rhema church, oluyole estate ibadan oyo",250000,2,2,"to let : 2 bedroom flat with running water, tiles & kitchen cabinet, wardrobe 2 .. ",Oyo,Ibadan,Ibadan South West,Oluyole,
iyana agbalaiwo rd ibadan oyo,300000,4,4,a decent four bedroom flat in a secured environment with good facilities. terraz.. ,Oyo,Ibadan,Ibadan North,,
elebuakala express ibadan oyo,600000,3,3,we have these houses at the following areas as one of the giant agents in off ak.. ,Oyo,Ibadan,Ido,,
elebu orita merinibadan oyo,250000,1,1,newly built a room and parlor self con @ elebu orita merin harmony estate... wit.. ,Oyo,Ibadan,Ibadan North West,,
"3,tunji amole close,zoe,oluyole estate ibadan oyo",400000,2,2,"the said property is a 2 bedroom flat with a small study room,2 toilets & bath w.. ",Oyo,Ibadan,Ibadan South West,Oluyole,
olohunda off ojurinakobo ibadan oyo,230000,2,2,"2 bedroom flat at olohunda. tiled and water running with wardrobe and cabinets, .. ",Oyo,Ibadan,Akinyele,,
"no. 3, wales laoye street, alabama, eleyele/ sango roadeleyele ibadan oyo",400000,3,3,an equisite 3 bedroom flat at a very good location in ibadan for rent with tiles.. ,Oyo,Ibadan,Ido,Eleyele,
back of icast elebu mogana areaakala express ibadan oyo,400000,2,2,"this a lavishly finished newly built 2 bedroom , tiles , wardrobe , kitchen cabi.. ",Oyo,Ibadan,Ibadan South West,Oluyole,
ologuneruibadan oyo,100000,1,1,room self contain ologuneru 100k rent package 150k.. ,Oyo,Ibadan,Ido,Eleyele,
fodacis areaibadan oyo,150000,1,1,newly built and furnished room and parlor self contain 150k p.a.. ,Oyo,Ibadan,Ibadan South West,Oluyole,
akuru elebuibadan oyo,600000,3,3,"3 bedroom flat at akuru elebu area with all modern facility ,all room ensuite.. ",Oyo,Ibadan,Ido,,
- ojoo ibadan oyo,300000,4,4,"24 hours electricity, pre paid meter, tiled floor, balcony, dining area, kitchen.. ",Oyo,Ibadan,,,
-moniya ibadan oyo,270000,3,3,"a very decent three bedrooms, look so nice... ",Oyo,Ibadan,Ibadan North,Mokola Hill,
"richbam area, oluyole extensionoluyole estate ibadan oyo",800000,3,3,tastefully modern 3 bedroom flat with fantastic facilities in a decent environme.. ,Oyo,Ibadan,Ido,Oluyole,
"olugbode, via idi ishin- jerichojericho ibadan oyo",300000,3,3,"tiled rooms, rooms ensuite, prepaid meter, borehole water, floored compound, fen.. ",Oyo,Ibadan,Ido,Jericho,
monatan areaibadan oyo,200000,1,1,"a mini flat at iyana church, rent 200.. ",Oyo,Ibadan,,,
kolapo ishola estate akobo ibadan oyo,1800000,4,4,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Lagelu,,
akobo ojurin ibadan akobo ibadan oyo,500000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Akinyele,,
alalubosa graalalubosa ibadan oyo,1300000,4,4,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ibadan North West,,
"oluyole estate, elebuakala express ibadan oyo",600000,3,3,"tiles all through, borehole and kitchen cabinets with pop .. ",Oyo,Ibadan,Ibadan South West,Oluyole,
"akala way, lof gasakobo ibadan oyo",1500000,4,4,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Lagelu,,
"ajila, elebu akala express ibadan oyo",500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,Oluyole,
"prince adebayo estate, akala wayakobo ibadan oyo",750000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,,,
eleyele akobo ibadan oyo,500000,3,4,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,,Akobo,
"akoto estate, elebu akala express ibadan oyo",500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,,
gbongudu akobo ibadan oyo,300000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Akinyele,Akobo,
"kasumu road, aba ifeakobo ibadan oyo",400000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,,
olukotun akobo ibadan oyo,350000,3,3,"tiles all through, borehole, wardrobe and cabinets with ceiling .. ",Oyo,Ibadan,Akinyele,,
"libra 09,akala express akala express ibadan oyo",350000,2,2,"tiles all through, borehole, wardrobe and cabinets with pvc to let opposite libr.. ",Oyo,Ibadan,Ido,Oluyole,
kolapo ishola estate akobo ibadan oyo,900000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Lagelu,,
"bellweather, vulcanizer akobo ibadan oyo",500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,,Akobo,
odo ona eleweapata ibadan oyo,400000,3,3,3 bedroom penthouse flat / apartment for rent odo ona elewe apata ibadan oyo.. ,Oyo,Ibadan,,,
kuola street off akala express akala express ibadan oyo,350000,3,3,"tiles all through, borehole, wardrobe and cabinets with pvc.. ",Oyo,Ibadan,Ido,,
gbongudu akobo ibadan oyo,1500000,4,4,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Akinyele,Akobo,
"akuru estate, elebuakala express ibadan oyo",300000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop & pvc.. ",Oyo,Ibadan,Ido,Oluyole,
elewuro estate akobo ibadan oyo,500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ojurin,Akinyele,Akobo,
"ajila, elebu oluyole estate ibadan oyo",450000,5,3,"2 and 3 bedroom flat at ajila,elebu.rents are 400k and 450k respectively..... ti.. ",Oyo,Ibadan,Ibadan South West,Oluyole,
